rownames,project_zone_id,country_id,region_id,place_id,project_id
1,9,1,,,11
2,16,10,,,19
3,21,10,,,24
4,22,1,,,25
5,24,1,,,27
6,26,10,,,29
7,29,10,,,32
8,48,8,,,73
9,49,10,,,74
10,50,9,,,75
11,51,13,,,76
12,52,13,,,77
13,53,13,,,78
14,54,13,,,79
15,57,16,,,82
16,60,10,,,85
17,62,16,,,88
18,63,17,,,89
19,66,18,,,95
20,67,18,,,96
21,68,19,,,97
22,69,89,,,99
23,70,14,,,100
24,71,14,,,101
25,72,20,,,102
26,73,13,,,103
27,74,13,,,104
28,75,13,,,105
29,76,13,,,106
30,77,21,,,109
31,78,8,,,110
32,79,10,,,111
33,80,14,,,112
34,81,9,,,113
35,84,13,,,116
36,85,13,,,117
37,89,13,,,121
38,91,22,,,124
39,92,15,,,126
40,93,10,,,127
41,94,10,,,128
42,95,15,,,129
43,97,23,,,131
44,99,12,,,134
45,103,6,,,139
46,104,13,,,140
47,105,13,,,141
48,106,17,,,143
49,107,15,,,146
50,108,15,,,148
51,109,15,,,149
52,110,15,,,150
53,111,15,,,151
54,112,8,,,152
55,115,15,,,166
56,118,22,,,175
57,119,17,,,176
58,120,5,,,177
59,121,17,,,178
60,123,23,,,180
61,124,23,,,181
62,126,23,,,183
63,127,23,,,184
64,128,16,,,186
65,129,27,,,187
66,134,3,,,197
67,136,5,,,200
68,137,9,,,201
69,138,3,,,202
70,139,3,,,203
71,140,13,,,204
72,141,3,,,205
73,142,3,,,206
74,143,26,,,207
75,162,13,,,229
76,163,34,,,230
77,166,4,,,238
78,168,15,,,240
79,169,14,,,241
80,170,3,,,242
81,173,35,,,247
82,179,2,,,258
83,182,3,,,261
84,185,3,,,279
85,186,3,,,280
86,187,3,,,281
87,189,3,,,283
88,190,15,,,287
89,191,22,,,288
90,192,15,,,289
91,193,8,,,290
92,194,15,,,291
93,195,15,,,293
94,196,8,,,294
95,197,15,,,295
96,200,5,,,298
97,208,9,,,310
98,210,13,,,312
99,211,15,,,313
100,212,14,,,314
101,213,10,,,315
102,217,14,,,319
103,230,10,,,334
104,232,84,,,336
105,239,5,,,344
106,240,22,,,345
107,241,15,,,346
108,242,21,,,347
109,243,4,,,351
110,244,9,,,352
111,245,10,,,353
112,246,13,,,355
113,247,13,,,356
114,255,5,,,364
115,258,9,,,368
116,260,10,,,370
117,261,1,,,371
118,264,5,,,375
119,265,5,,,376
120,266,46,,,377
121,267,16,,,378
122,269,31,,,380
123,270,1,,,381
124,273,82,,,385
125,274,9,,,386
126,276,83,,,388
127,277,34,,,389
128,279,46,,,391
129,281,10,,,393
130,284,8,,,396
131,285,9,,,397
132,286,10,,,398
133,287,8,,,400
134,289,83,,,402
135,299,4,,,412
136,301,46,,,414
137,302,46,,,415
138,303,46,,,416
139,304,46,,,417
140,306,8,,,420
141,307,16,,,421
142,313,3,,,428
143,315,13,,,430
144,316,14,,,431
145,317,3,,,432
146,320,60,,,435
147,321,1,,,436
148,326,46,,,442
149,328,16,,,444
150,331,10,,,448
151,332,5,,,449
152,333,19,,,450
153,334,18,,,451
154,336,13,,,453
155,337,68,,,454
156,338,12,,,456
157,340,60,,,458
158,341,60,,,459
159,342,60,,,460
160,349,45,,,467
161,352,5,,,470
162,353,70,,,471
163,358,8,,,476
164,360,60,,,478
165,368,10,,,486
166,373,60,,,491
167,378,14,,,496
168,383,80,,,501
169,386,13,,,504
170,397,4,,,515
171,398,10,,,516
172,402,46,,,520
173,403,27,,,521
174,405,10,,,523
175,407,1,,,525
176,408,5,,,526
177,409,9,,,527
178,418,13,,,536
179,423,22,,,542
180,424,55,,,543
181,425,10,,,544
182,426,10,,,545
183,427,25,,,546
184,428,3,,,547
185,431,1,,,550
186,434,84,,,559
187,441,25,,,566
188,451,25,,,577
189,461,8,,,588
190,462,60,,,589
191,464,1,,,591
192,476,14,,,604
193,478,14,,,608
194,480,19,,,610
195,483,19,,,617
196,485,9,,,619
197,486,60,,,620
198,489,8,,,623
199,492,15,,,626
200,494,10,,,628
201,497,10,,,631
202,499,10,,,633
203,521,1,,,656
204,535,75,,,671
205,545,45,,,682
206,574,14,,,711
207,647,5,,,793
208,668,9,,,816
209,734,1,,,256
210,736,1,542,10,685
211,739,96,3566,59,638
212,741,1,541,8,740
213,742,96,3566,59,639
214,769,24,,,169
215,770,25,,,169
216,782,15,,,569
217,784,14,,,571
218,785,15,,,571
219,794,22,,,669
220,797,13,3234,49,634
221,799,15,2003,30,494
222,800,1,541,9,742
223,803,5,2820,44,752
224,804,5,2820,44,718
225,805,5,2820,44,666
226,806,5,2820,44,665
227,809,3,,,615
228,813,3,,,439
229,817,13,,,662
230,823,14,,,621
231,825,14,1461,26,599
232,826,17,,,618
233,827,56,,,670
234,828,22,1965,33,657
235,832,22,,,561
236,857,12,2092,39,681
237,868,10,2078,34,771
238,898,4,423,14,653
239,902,32,,,683
240,909,3,898,19,721
241,916,35,1307,24,773
242,918,33,3532,55,727
243,922,12,2092,39,637
244,923,3,898,19,198
245,924,31,512,16,800
246,926,76,447,15,702
247,929,2,845,17,694
248,930,3,898,19,699
249,933,94,2710,42,698
250,937,31,512,16,764
251,940,3,898,19,692
252,942,3,898,19,701
253,945,3,898,19,635
254,952,13,3270,52,736
255,963,13,3232,48,443
256,965,10,2081,36,757
257,970,10,2084,38,729
258,972,10,,,719
259,988,10,,,737
260,992,3,,,785
261,999,46,1608,28,582
262,1003,5,,,540
263,1004,13,,,540
264,1005,75,,,540
265,1011,1,541,8,532
266,1025,8,1893,29,360
267,1032,9,2941,47,739
268,1040,13,3270,52,115
269,1041,10,2084,38,645
270,1042,8,1893,29,488
271,1043,10,2084,38,524
272,1046,1,543,12,716
273,1047,10,,,652
274,1081,13,3270,52,81
275,1082,10,,,500
276,1106,1,,,760
277,1107,16,,,447
278,1109,10,2078,34,684
279,1128,15,,,61
280,1129,20,,,61
281,1130,14,,,61
282,1134,98,45,61,673
283,1135,98,45,61,673
284,1137,5,2818,62,235
285,1150,15,,,13
286,1151,14,,,13
287,1152,13,,,13
288,1163,285,,,221
289,1167,285,,,185
290,1168,15,2003,30,596
291,1169,285,,,43
292,1170,15,,,155
293,1171,13,,,155
294,1172,15,,,157
295,1173,14,,,157
296,1174,13,,,157
297,1175,15,,,71
298,1176,14,,,71
299,1177,13,,,71
300,1178,15,,,69
301,1179,14,,,69
302,1180,13,,,69
303,1181,285,,,64
304,1182,89,951,64,98
305,1197,14,,,452
306,1200,15,,,159
307,1201,14,,,159
308,1202,13,,,159
309,1212,285,,,135
310,1214,285,,,815
311,1218,285,,,304
312,1219,285,,,297
313,1221,285,,,301
314,1222,285,,,299
315,1224,285,,,300
316,1225,285,,,318
317,1226,285,,,302
318,1227,285,,,331
319,1228,285,,,668
320,1234,285,,,273
321,1242,285,,,437
322,1243,285,,,510
323,1244,285,,,394
324,1245,285,,,842
325,1247,285,,,509
326,1249,285,,,282
327,1251,3,,,232
328,1258,13,3270,52,114
329,1259,13,,,190
330,1260,19,1525,68,231
331,1261,285,,,222
332,1262,285,,,223
333,1274,7,1139,,219
334,1275,7,1141,,219
335,1276,7,1148,,219
336,1277,1,541,7,21
337,1278,4,417,13,22
338,1279,1,542,10,15
339,1280,12,2092,71,31
340,1284,132,554,73,6
341,1290,4,411,,7
342,1291,4,417,,7
343,1292,4,423,,7
344,1293,6,1763,75,10
345,1296,8,1893,29,14
346,1297,9,2941,47,17
347,1298,9,2947,77,18
348,1299,9,2947,78,18
349,1301,10,,,26
350,1302,12,2105,80,28
351,1303,10,2080,81,30
352,1304,8,1893,29,34
353,1305,285,,,35
354,1306,31,512,16,213
355,1307,5,2821,82,215
356,1309,285,,,271
357,1311,1,541,83,16
358,1312,33,,,217
359,1313,13,3236,84,218
360,1314,4,,,226
361,1317,10,,,228
362,1318,32,,,245
363,1319,285,,,316
364,1326,11,218,79,20
365,1328,13,3232,48,335
366,1330,9,,,339
367,1331,75,879,65,340
368,1332,9,2932,86,357
369,1334,1,541,87,362
370,1335,10,2080,81,322
371,1337,55,1298,88,472
372,1339,13,,,395
373,1341,13,3246,,643
374,1342,13,3247,,643
375,1343,13,3250,,643
376,1344,13,3256,,643
377,1345,13,3265,,643
378,1346,13,3266,,643
379,1347,13,3273,,643
380,1348,13,3274,,643
381,1349,13,3275,,643
382,1350,13,3277,,643
383,1351,13,3282,,643
384,1352,13,3284,,643
385,1353,13,3288,,643
386,1354,13,3236,,643
387,1355,13,3237,,643
388,1356,13,3240,,643
389,1357,13,3241,,643
390,1358,13,3243,,643
391,1359,13,3244,,643
392,1360,13,3249,,643
393,1361,13,3252,,643
394,1362,13,3255,,643
395,1363,13,3257,,643
396,1364,13,3261,,643
397,1365,13,3267,,643
398,1366,13,3270,,643
399,1367,13,3279,,643
400,1368,13,3283,,643
401,1369,16,984,89,343
402,1371,13,,,481
403,1374,5,2821,82,539
404,1375,5,2820,44,654
405,1376,4,418,90,538
406,1380,1,543,11,260
407,1383,15,2003,30,80
408,1384,285,,,162
409,1385,1,,,246
410,1387,16,,,173
411,1388,9,2936,92,188
412,1393,13,3270,52,138
413,1398,285,,,165
414,1399,10,2080,35,311
415,1401,4,417,13,358
416,1403,14,,,477
417,1406,5,,,483
418,1407,14,,,66
419,1408,14,,,67
420,1409,15,,,68
421,1411,5,2820,44,236
422,1413,32,2911,45,775
423,1415,285,,,142
424,1417,5,2820,44,475
425,1418,1,,,647
426,1419,13,,,646
427,1420,1,,,659
428,1423,13,3251,94,798
429,1425,2,,,4
430,1427,76,,,225
431,1428,1,,,480
432,1430,1,,,648
433,1431,4,416,95,843
434,1432,161,993,96,844
435,1435,3,,,423
436,1436,32,,,214
437,1438,8,1893,29,693
438,1440,285,,,333
439,1441,10,2080,,50
440,1442,10,2081,,50
441,1443,17,2882,98,158
442,1444,285,,,161
443,1448,10,,,52
444,1451,285,,,171
445,1452,285,,,365
446,1453,285,,,850
447,1454,285,,,5
448,1455,84,,,374
449,1456,285,,,374
450,1459,285,,,487
451,1460,1,,,624
452,1485,19,,,531
453,1491,10,,,622
454,1519,13,3270,52,359
455,1535,10,,,33
456,1536,1,,,387
457,1549,45,527,105,342
458,1553,12,2092,39,499
459,1554,4,411,97,320
460,1555,33,,,763
461,1556,1,541,7,369
462,1558,15,,,714
463,1559,14,,,714
464,1560,13,,,714
465,1570,4,,,379
466,1607,13,3289,69,691
467,1612,13,3252,51,872
468,1623,93,14,2,697
469,1657,81,,,426
470,1660,285,,,156
471,1665,15,2003,30,667
472,1667,285,,,239
473,1668,22,,,473
474,1669,96,,,473
475,1670,22,,,587
476,1671,96,,,587
477,1702,1,543,110,966
478,1704,9,2950,63,328
479,1707,12,2092,102,954
480,1734,13,,,363
481,1735,13,,,503
482,1784,96,3566,59,858
483,1795,161,995,106,960
484,1823,32,2918,46,795
485,1837,1,543,85,337
486,1846,285,,,649
487,1847,285,,,257
488,1866,13,3270,52,823
489,1870,15,2003,30,497
490,1877,9,2941,47,600
491,1888,13,,,70
492,1889,14,,,70
493,1890,15,,,70
494,1891,9,2941,47,834
495,1921,19,,,767
496,1927,13,3270,52,461
497,1928,57,,,424
498,1940,56,,,407
499,1941,56,1229,23,406
500,1942,21,,,405
501,1943,21,,,404
502,1944,55,,,403
503,1945,76,,,383
504,1952,22,,,824
505,1986,2,845,17,485
506,1992,84,2223,120,590
507,2004,15,2003,30,498
508,2009,13,3234,49,640
509,2013,155,936,20,761
510,2024,4,420,74,8
511,2026,46,1609,111,172
512,2027,7,1139,76,12
513,2028,33,3545,,814
514,2036,3,898,19,753
515,2037,13,3289,69,695
516,2038,285,,,860
517,2047,35,1307,24,751
518,2049,46,1608,28,530
519,2056,95,226,4,789
520,2057,12,2092,39,672
521,2058,10,2082,37,642
522,2065,23,1382,25,754
523,2072,15,2003,30,710
524,2074,4,411,97,660
525,2079,4,411,,580
526,2080,4,417,,580
527,2081,23,1385,121,570
528,2082,15,2003,30,567
529,2084,12,2102,122,562
530,2086,285,,,651
531,2087,13,,,492
532,2088,15,,,492
533,2094,13,3247,50,700
534,2096,13,,,512
535,2097,3,,,434
536,2099,14,,,888
537,2103,45,529,130,655
538,2104,45,529,131,655
539,2105,45,529,132,655
540,2116,9,2941,47,986
541,2121,33,3532,55,674
542,2123,13,3270,52,766
543,2125,13,,,851
544,2149,5,2820,44,565
545,2150,1,542,,720
546,2151,46,1612,133,762
547,2152,30,3388,134,787
548,2154,19,1511,113,848
549,2165,3,,,433
550,2168,14,,,411
551,2169,21,,,411
552,2170,22,,,411
553,2171,56,,,411
554,2172,13,,,411
555,2173,19,,,411
556,2174,3,,,534
557,2175,19,,,534
558,2176,285,,,46
559,2190,13,,,136
560,2191,14,,,136
561,2192,19,,,136
562,2201,14,1470,,474
563,2202,14,1455,,474
564,2204,3,898,19,191
565,2205,13,3252,51,522
566,2207,27,1501,118,529
567,2214,16,,,630
568,2215,161,,,630
569,2216,60,,,630
570,2217,31,,,630
571,2218,11,,,630
572,2219,1,,,630
573,2220,12,,,630
574,2256,3,,,254
575,2266,285,,,658
576,2267,3,,,468
577,2274,30,3377,53,784
578,2281,14,,,462
579,2282,12,2089,116,885
580,2283,1,543,11,783
581,2285,10,2078,34,845
582,2289,1,539,6,791
583,2301,9,2950,63,950
584,2308,46,,,413
585,2311,285,,,2
586,2315,1,,,726
587,2316,1,541,7,216
588,2321,285,,,616
589,2324,10,,,758
590,2339,10,2084,38,755
591,2340,33,3540,56,776
592,2344,13,3270,52,118
593,2346,282,3578,60,830
594,2352,10,2084,38,756
595,2354,163,1011,,678
596,2355,163,1009,,678
597,2370,13,3270,52,253
598,2380,13,3232,48,457
599,2407,75,,,641
600,2422,7,1146,21,891
601,2449,82,2698,41,731
602,2465,285,,,889
603,2466,5,2820,44,792
604,2469,285,,,93
605,2488,9,2941,47,23
606,2496,285,,,563
607,2503,285,,,170
608,2507,81,,,585
609,2510,227,2312,100,870
610,2511,227,2312,40,870
611,2514,22,,,799
612,2517,285,,,808
613,2530,46,1608,28,689
614,2535,1,543,11,846
615,2536,19,,,712
616,2538,20,,,123
617,2541,15,,,836
618,2543,14,1461,26,734
619,2544,13,3234,49,730
620,2552,285,,,602
621,2555,33,3541,57,788
622,2563,4,417,13,820
623,2564,33,3541,57,759
624,2571,31,522,99,717
625,2573,10,,,847
626,2578,1,542,10,750
627,2585,8,1893,29,272
628,2586,18,120,,94
629,2587,18,121,,94
630,2588,18,122,,94
631,2589,18,123,,94
632,2590,18,124,,94
633,2591,18,125,,94
634,2592,18,126,,94
635,2593,18,127,,94
636,2594,18,128,,94
637,2595,18,129,,94
638,2596,18,130,,94
639,2607,13,3270,52,513
640,2610,1,543,11,832
641,2615,14,,,629
642,2616,1,,,881
643,2617,10,,,840
644,2620,15,2011,,627
645,2621,15,2023,,627
646,2622,15,2027,,627
647,2623,5,,,584
648,2625,14,1461,26,605
649,2626,15,2003,30,778
650,2627,13,3234,49,743
651,2635,10,,,541
652,2669,87,,,303
653,2670,45,,,367
654,2671,5,,,372
655,2672,13,,,382
656,2673,14,,,382
657,2674,22,,,382
658,2675,57,,,382
659,2676,55,,,382
660,2677,56,,,382
661,2679,3,,,384
662,2680,285,,,399
663,2681,285,,,422
664,2682,15,,,479
665,2683,13,,,505
666,2684,13,,,506
667,2685,13,,,507
668,2686,15,2003,30,533
669,2687,13,,,535
670,2688,285,,,535
671,2689,55,,,636
672,2696,5,2821,82,227
673,2697,13,,,366
674,2698,10,2080,35,42
675,2699,13,3270,52,87
676,2700,9,,,119
677,2701,10,2080,35,120
678,2703,13,3232,48,392
679,2705,75,,,484
680,2706,9,2936,92,609
681,2707,10,2080,35,675
682,2708,13,3270,52,828
683,2709,227,2312,40,829
684,2710,8,1889,101,893
685,2713,10,,,518
686,2714,3,,,805
687,2715,3,,,806
688,2716,1,,,803
689,2717,10,,,865
690,2718,12,,,866
691,2719,3,,,786
692,2720,3,,,801
693,2721,94,,,810
694,2722,13,,,811
695,2723,2,845,17,812
696,2724,3,,,813
697,2725,3,898,,867
698,2753,9,2941,47,835
699,2764,9,,,255
700,2776,13,3270,52,741
701,2777,1,543,110,958
702,2787,13,3247,50,738
703,2800,10,2078,34,839
704,2803,13,3270,52,744
705,2804,285,,,663
706,2805,285,,,551
707,2806,8,,,519
708,2807,5,,,489
709,2809,7,1148,22,794
710,2817,46,,,802
711,2818,1,544,138,220
712,2819,4,,,329
713,2820,4,411,97,338
714,2821,45,528,,330
715,2822,46,1608,28,390
716,2823,60,2747,139,418
717,2824,5,2822,,469
718,2825,10,2081,36,502
719,2826,45,529,91,625
720,2827,1,544,140,650
721,2828,82,,,680
722,2829,9,,,680
723,2830,1,541,141,664
724,2831,1,541,142,664
725,2832,1,541,83,664
726,2834,285,,,704
727,2837,227,,,970
728,2851,1,541,127,1004
729,2852,57,,,878
730,2853,10,2080,81,1006
731,2859,13,3240,115,871
732,2860,1,543,66,957
733,2893,1,542,,632
734,2894,1,543,,632
735,2895,1,541,,632
736,2916,5,2822,109,9
737,2918,14,1483,27,410
738,2919,8,1893,29,408
739,2920,22,1962,32,409
740,2990,31,512,16,967
741,3006,1,543,66,951
742,3016,16,,,568
743,3017,46,,,568
744,3018,60,,,568
745,3037,7,1146,21,133
746,3038,7,1146,21,179
747,3039,7,1146,21,182
748,3040,7,1146,21,308
749,3041,7,1146,21,321
750,3042,7,1146,21,592
751,3043,7,1140,,687
752,3044,7,1141,,687
753,3045,7,1146,,687
754,3046,7,1139,,688
